ResponseId,StartDate,OverallSatisfaction,OpenResponse,QuestionCategory
R_2CWk6NnYLyj3Ctq,1/21/20 10:04,9,I appreciate that through publisher1 I have access to all of the publisher1 Publications I need for this semester of college.,1
R_Od4wktXRKYPm89z,4/3/20 23:33,10,I appreciate the ability to practice my knowledge with publisher1 prior to taking my tests on each chapter. I feel that it helps to improves my scores tremendously,1
R_2bJfvPrPxFQQrYQ,3/17/19 23:34,8,"I appreciate the amount of things you can do with it, but the price is high. Understandable, but still high. ",1
R_2dshYotDHtJg6K7,9/2/20 20:31,10,I appreciate the discounted price of product2 for the single term!,1
R_3qD7kbGoNQe4cjL,2/22/21 12:18,8,"I appreciate the ease of having all my textbooks together, especially since it saves so much money. However, I don't like the formatting of some of the textbooks, especially when the page number is unclear.",1
R_3EDYyotrNpvepDA,9/23/20 22:15,10,I appreciate the opportunity of using publisher1!,1
R_C1Pd8zKTaN8OZb3,2/3/20 3:14,6,"I appreciate the subscription model for several semesters and I find the texts themselves to be of high quality, but it is infuriating that there is no offline access for my textbooks from my laptop (windows). Every other etextbook company permits offline access. ",1
R_3HuGl0uvpf9ADvf,2/10/20 23:16,5,"I asked for help on the correct data,but the instructor does not provide detail and my grades are effected by the correspondence relayed to the instructor's  ""junk email""",1
R_aVRlaLffedDZvoJ,10/17/18 13:05,10,I assume my teacher just did not include that on publisher1 because we didn't start using it until around the 3rd week of school ,4
R_74BFaQR23MUfUvT,11/30/18 4:46,4,I assume the above questions relate to options through publisher1 and not through other means.  Generally speaking unless it is free I will not be a returning customer. ,1
R_2xJnP8Nu1cZln8w,2/27/20 0:51,1,"I assume you get the picture by now. If we are required by our school to use this website, please allow us to use something optimized better than a website from 2010",5
R_xlQdSSuU2ZsmFIB,2/11/19 17:20,4,"I attempted to cancel the automatic sign up for one semester in order to sign up for two semesters, but apparently it did not work and I ended up having to purchase it two separate times.",3
R_1dtWoHuWnez9XTp,4/9/20 12:33,5,I attempted to purchase publisher1product2 3 times. The first times it did not work; I could not access my classes despite having a subscription. I had to cancel my subscription and try again and could not successfully access 3 classes until tech support had to fix it. I missed some deadlines. ,4
R_27fLJa8cZ4AUsYI,3/13/20 15:20,4,I be confused ,1
R_3ltRexxFmwqv192,3/24/20 21:42,6,I been having trouble with one of my assignments and have not gotten a response whatsoever but overall it has been great ,1
R_3PbgDKbGyyaNoSs,11/7/18 14:45,5,I believe I was wrongly informed about the cost associated with signing up after purchasing a book already. I also put in a request to get a better understanding but no one followed up on the request.,2
R_Y3Kekp29wUh7nUJ,4/21/20 11:36,10,I believe its a great system with great resources to help students succeed. ,1
R_r7QtEoMEd00Mgmd,6/13/19 22:44,10,I believe publisher1 is a such a great help!,1
R_33yyPhhPySNxTJN,9/28/20 19:32,7,"I believe publisher1 to be an innovative learning experience. However, if one were to look at an online textbook as if it were a real life book, they would want to highlight, and write notes directly within the book. Maybe a post-it note option would be a good plus.",1
R_26bdNvQXEocCmqo,3/4/21 16:03,9,I believe that I had bought the book with with Financial aid voucher in January,1
R_emm7PpbjetI1yjT,2/2/20 13:03,7,I believe that there should be an option for people with non traditional courses. My current courses are only 7 weeks and especially in my last semester it is unfortunate that we have to pay for a regular semester length. ,1
R_W34kkJOFnmOdLHj,10/3/20 16:06,9,"I believe the experience is amazing in general, and a fair price for all that you offer. The only downside is that there is a bug with the audiobook feature where it'll free and you have to restart it",1
R_C35blgwcvsThCeZ,11/4/18 16:27,8,"I believe the price is too high, especially for college kids who's tuition and other expenses are already boarding on too costly. ",3
R_2QlDrE2hboQgdzd,11/29/18 6:46,4,"I believed I would have access to Product1 buy subscribing to product2. Instead, I found out it was a trial offer and I would have to pay for that. ",2
R_2B8qBofWo4t064B,2/3/20 14:24,7,"i bookmarked my dashboard and when I try to open it, it says ""something went wrong"" so i have to go to the login page manually everytime",1
R_2VOPvPPGhhsgXb7,12/13/18 0:54,7,I bought 2 semesters of publisher1but it said I had 1 semester right after I bought it,2
R_3PbqNhVtPPMezTY,11/10/20 22:18,1,I bought a book for $70 and all I got was this stupid survey. ,1
R_1rCXFcjCkSwEsuA,1/16/19 1:41,1,"I bought a new access code, I clicked on the link to register it, and the access code has apparently been used already. The book is not in my account, and your website does not tell me who managed to get hold of my code I payed a lot of money for.",2
R_1prOsKmjYD5Jf27,9/9/18 23:49,4,"I bought a physical book with code for platform3 homework software and a representative told me publisher1's price would be discounted, it was not. I feel like I've been fooled and over payed for your mediocre service.",1
R_qI97QMZBcv33Kkp,10/9/18 20:38,1,"I bought a regular ebook and then publisher1, but you didn't give the differences back, I wasted 70 dollars. ",2
R_u9TBxSTiBpr6J4B,3/27/21 20:35,1,I bought a subscription last week and it is asking me to pay again,1
R_2SGHskeTDB4KbhO,1/30/20 22:54,2,I bought a subscription to the service and have been entirely unable to access it. This is how I do my homework every week and I have no way of doing it now that the trial has expired.,1
R_aYtkF4TCiaCk7dv,9/19/18 18:57,1,I bought an access code and it was never sent to me in any form. ,4
R_1OxYCDZYldEyLBT,2/17/19 13:56,8,"I bought an access code through my bookstore, and they didn't give me instructions on how to use it, and I thought it was for publisher1. Long story short, my only problems with it were NOT due to publisher1, but rather to lack of instructions.",2
R_3q88xTN2vDRGmri,4/1/19 18:33,2,"I bought an ebook through my schoolâ€™s library. My code should last approx 4 months. It has only been a month of class and my book said it has expired. I also had a difficult time registering for my Ebook, The first week of class. ",1
R_2e59ZprBT3nPmDE,2/18/19 12:04,5,I bought it and couldnt access it.,3
R_z28VEVBJ1aS1aXn,10/21/18 18:16,4,"i bought it and the code was already used before i could type it in, but it got straightened out",2
R_21aXSZqfg1mtwkE,7/15/19 13:24,8,I bought it because school paid for it.,3
R_3G1YC7w20SGvdzO,3/24/21 8:36,1,"I bought it during the free trial, but I cannot access it after the free trial ended.",1
R_1hRTWE4Z4uDwfU1,3/20/19 13:28,1,"I bought it for 4 months because I didn't think I would need it for the next semester. Turns out I did, so I didn't get to save money with the 12 month purchase. This pricing system is ridiculous because students do not necessarily know their schedule a semester ahead of time. I was forced into buying this scam, and for a horrible price. Students should get to extend or reduce their purchase to 12 months or 4 months, respectively after they find out if they will need publisher1 for the next semester. This is borderline unethical, and until changes are made, I will never recommend publisher1 to ANYBODY.",3
R_2DZEfaQ8tFGybdg,2/14/19 11:06,8,"I bought it for entire year worth, or 2 semesters, and my teacher second semester doesn't use publisher1 so I had to repay the things I needed for the class. ",4
R_3r2rZZ6Y68iSOje,2/27/19 14:56,1,I bought it fucking twice you stupid cunt,4
R_2yjy4buOS6PcTxr,2/5/19 12:04,5,I bought it to use for my physics class next semester which is on platform2 but I still had to pay $90 again,3
R_DDdHkGSzoopEKwp,10/22/18 18:20,1,i bought it when trying to purchase a book with an ilrn code and sent and email about a refund and received no help,2
R_3rTyVFW4UVibGsr,8/25/20 15:00,1,"I bought it, but have access for a little bit and then I am told I need to purchase it again. Very frustrating",1
R_BJ8lebpp8nFD81b,1/7/19 11:34,1,"I bought it, got the email and itâ€™s saying it has already been used.",3
R_1CKP4IJb8WDOvCR,2/23/19 18:23,1,I bought my access code through this confusing a** website and iits taken me in circles to find the damn code that I STILL have not found. The layout and organization is crappy and overcrowded and its so damn overcomplicated for no reason just GIVE ME MY CODE!?!?!?!? :(,2
R_vwYu3tYe4X8v0SB,10/8/18 19:46,3,"I bought my calc textbook for a year, and only then did they offer the product2 offer where I would have automatically gotten the textbook with it. I filed a complaint to try to get some money back but no response came. I even saved the record of the complaint and it's been a month. The next time payment is required for anything I'm going to need to bring this up because I don't have an ""product2"" amount of money. Very dissatisfied with customer support and felt the advertising was misleading.",2
R_3fMM11Xbb220MMy,6/24/19 14:58,3,I bought my publisher1 but i still can't access the ebook.,1
R_21c8A1Noxsh1kvW,9/4/18 11:24,1,I bought publisher1 a week ago and am still unable to download the ilrn I need. Tech support is slow and still hasn't fixed my problem. I am very close to asking for a refund,1
R_22mhnG4mWxigPBu,5/1/19 15:21,8,"I bought publisher1 at the expense of my parents. They are wary about what I'm buying without their permission these days. That being said, I would've struggled in my classes if I did not purchase this.",3
R_28RGRYRFz681ahC,9/30/20 23:06,1,"i bought publisher1 because you advertised to me that i could rent physical copy of my textbook if i paid more for publisher1. once i bought it, i go to get the book and its out of stock. wish i had known that before i paid for product2. I will never use publisher1 again after this experience and i am going to boycott publisher1 whenever it is mentioned as an option at my next university. horrrible experience overall, i want my money back",1
